title; text; crap; lines; author
The Ballad Of John And Yoko;  standing in the dock at southampton trying to get to holland or france the man in the mac said you've got to turn back you know they didn't even give us a chance christ you know it ain't easy you know how hard it can be the way things are going they're going to crucify me finally made the plane into paris honey mooning down by the seine peter brown called to say you can make it ok you can get married in gibraltar near spain christ you know it ain't easy you know how hard it can be the way things are going they're going to crucify me drove from paris to the amsterdam hilton talking in our beds for a week the newspapers said say what you doing in bed i said we're only trying to get us some peace christ you know it ain't easy you know how hard it can be the way things are going they're going to crucify me saving up your money for a rainy day giving all your clothes to charity last night the wife said oh boy when you're dead you don't take nothing with you but your soul  think made a lightning trip to vienna eating chocolate cake in a bag the newspapers said she's gone to his head they look just like two gurus in drag christ you know it ain't easy you know how hard it can be the way things are going they're going to crucify me caught an early plane back to london fifty acorns tied in a sack the men from the press said we wish you success it's good to have the both of you back christ you know it ain't easy you know how hard it can be the way things are going they're going to crucify me the way things are going they're going to crucify me ;0;48;1
The Broadcast;  we're got a chance and we'll take it we may win or we may lose we may even have to cut and run for it well it won't be the first time i've run and it won't be the first time i've been caught it's the game that matters brother i am proud to know you this is one of the greatest moments i have ever experienced i think i sense the situation when we can all esteem it and honour to breathe the rather inferior atmosphere in this station here along with our little friend i guess we should all go home and treasure the memory of his face as the whitest thing in our museum of recollection and perhaps this good woman will also go home and wash the face of our little brother here i'm inspired with a new faith in mankind ladies and gentlemen i wish to present to you a sure enough saint only one a halo to be transferred stand right on ;0;18;0
The Long And Winding Road;  the long and winding road that leads to your door will never disappear i've seen that road before it always leads me here leads me to your door the wild and windy night that the rain washed away has left a pool of tears crying for the day why leave me standing here let me know the way many times i've been alone and many times i've cried anyway you'll never know the many ways i've tried and still they lead me back to the long and winding road you left me standing here a long long time ago don't leave me waiting here lead me to you door but still they lead me back to the long and winding road you left me standing here a long long time ago don't keep me waiting here (don't keep me wait) lead me to you door yeah yeah yeah yeah ;1;15;0
The Lovely Linda;  la la la la la la lovely linda with the lovely flowers in her hair la la la la la la lovely linda with the lovely flowers in her hair huhhuhhuhhuhhuh ;1;6;0
The Luck Of The Irish;  if you had the luck of the irish you'd be sorry and wish you were dead you should have the luck of the irish and you'd wish you was english instead a thousand years of torture and hunger drove the people away from their land a land full of beauty and wonder was raped by the british brigands goddamn goddamn if you could keep voices like flowers there'd be shamrock all over the world if you could drink dreams like irish streams then the world would be high as the mountain of morn in the 'pool they told us the story how the english divided the land of the pain the death and the glory and the poets of auld eireland if we could make chains with the morning dew the world would be like galway bay let's walk over rainbows like leprechauns the world would be one big blarney stone why the hell are the english there anyway as they kill with god on their side blame it all on the kids the ira as the bastards commit genocide aye aye genocide if you had the luck of the irish you'd be sorry and wish you was dead you should have the luck of the irish and you'd wish you was english instead yes you'd wish you was english instead ;0;28;1
The Note You Never Wrote;  later on the story goes a bottle floated out to sea after days when it had found the perfect spot it opened up and i read the note that you never wrote to me after all i'm sure you know the mayor of baltimore is here after days now he can finally appear now at last he's here but he never is gonna get my vote 'cause he never is gonna get a quote from the little note that you never wrote to me further on along the line i was arrested on the shore holding papers of governments galore i was taken in but i read the note that you never wrote yes i read the note that you never wrote oh i read the note that you never wrote to me to me to me to me ;0;22;0
Tight As;  just as tight a$ you can make it hard and slow ain't hard enough just as tight a$ you can shake it girl git it on and do your stuff tight a$ you can get it tight a$ got it made uptight's alright but if ya can't stand the heat you better get back in the shade just as tight a$ an indian rope trick long and tough ain't hard enough just as tight a$ a dope fiend's fix my friend git it up and do your stuff tight a$ you can boogie tight a$ got it made uptight's alright but if ya can't stand the heat you better get back in the shade well tight a$ got me cornered tight a$ got me laid tight a$ strut your stuff so tough just a sweating in the midnight shade ;0;19;1
Time To Hide;  if i have to run i'm not runnin' out on you if i have to shake a little sand out of my shoes i'm runnin' from the law or they'll put me inside baby won't you let me have a little time to hide baby won't you let me have a little time to hide i've been on the run since the good lord knows when and the day i die i'll still be runnin' then runnin' from the days when i would lay me down and cry baby won't you let me have a little time to hide baby won't you let me have a little time to hide will i love you tomorrow yes i will my love oh yes i will my love will i beg steal or borrow yes i will my love oh yes i will my love to spend a little time happy to be by your side baby won't you let me have a little time to hide if i have to run i'm not runnin' out on you if i have to shake a little sand out of my shoes i'm runnin' from the law or they'll put me inside baby won't you let me have a little time baby won't you let me have a little time baby won't you let me have a little time to hide ;0;24;0
To You;  well if the same thing happened to you would you still put me through what you put me through if it happened to you what if it happened to you what if it happened a man kept shaking you down but you can't get a ride to his side of town if it happened to you what if it happened to you what if happened to you keep it out of my shoes and if you're stepping on toes keep it outta my nose 'cos if the same thing happened to me well it won't be as bad as it used to be if it happened toyou what if it happened to you what if it happened to you what if it happened to you what if it happened to you too what if it happens to you what if it happens to you what if happens to you keep it out of my shoes and if you're stepping on toes keep it outta my nose 'cos if the same thing happened to me well it won't be as bad as it used to be if it happened to you what if it happened to you what if it happened to you what am i going to do what if it happened to you well what if happened to you what if happened to you ;0;26;0
Tomorrow;  oh baby don't let me down tomorrow holding hands we both aban[don sorrow oh for a chance to get away tomorrow hey baby's got a lazy dday on sunday here's a pound we hang around'til monday oh baby don't you let me down on sunday bring a bag of bread and cheese and find a shady spot beneath the trees catch abreath of country air and run your pretty fingers thro' my hair tomorrow when we both abandon sorrow oh baby don't you let me down tomorrow thro' the week we beg and steal and borrow oh for a chance to get away tomorrow honey pray for sunny skies so i can speak to rainbows in your eyes let's just hope the weather man is feeling fine and doesn't spoil our plan tomorrow when we both abandon sorrow oh baby don't you let me down tomorrow holding hands we both abandon sorrow oh baby don't let me down tomorrow oh for a chance to get away tomorrow baby don't let me down tomorrow baby don't let me down tomorrow oh don't let me down baby don't let me down tomorrow baby's don't let let me down tomorrow baby don't let me down tomorrow ;0;24;0
Too Many People;  too many people going underground too many reaching for a piece of cake too many people pulled and pushed around too many waiting for that lucky break that was your first mistake you took your lucky break and broke it in two now what can be done for you you broke it in two too many people sharing party lines too many people ever sleeping late too many people paying parking fines too many hundred people losing weight that was your first mistake you took your lucky break and broke it in two now what can be done for you you broke it in two mmmmuhuh uh too many people preaching practices don't let 'em tell you what you wanna be too many people holding back this is crazy and baby it's not like me that was your last mistake i find my love awake and waiting to be now what can be done for you she's waiting for me ;1;25;0
Treat Her Gently / Lonely Old People;  treat her gently treat her kind she doesn't even know her own mind treat her simply take it slow make it easy and let her know you'll never find another way here we sit two lonely old people eaking our lives away bit by bit two lonely old people keeping the time of day here we sit out of breath and nobody asked us to play old people's home for the play nobody asked us to play treat her gently treat her kind she doesn't even know her own mind treat her simply make it slow take it easy and let her know you'll never find another way here we sit two lonely old people etc etc             nobody asked us to play ;0;29;0
Tug Of War;  it's a tug of war what with one thing and another it's a tug of war we expected more but with one thing and another we were trying to outdo each other in a tug of war in another world in another world we could stand on top of the mountain with our flag unfurled in a time to come in a time to come we will be dancing to the beat played on a different drum it's a tug of war though i know i mustn't grumble it s a tug of war but i can't let go if i do you'll take a tumble and the whole thing is going to crumble it's a tug of war pushing pushing pulling puliing pushing and pulling in years to come they may discover what the air we breathe and the life we lead are all about but it won't be soon enough soon enough for me no it won't be soon enough soon enough for me in another world we couid stand on top of the mountain with our flag unfurled in a time to come we willbe dancing to the beat played on a different drum we will be dancing to the beat played on a different drum we will be dancing to the beat played on a different drum it's a tug of war a tug of war a tug of war what with one thing and another it's a tug of war we expected more but with one thing and another in a tug of war pushing pushing pulling pulling pushing and pulling ;0;49;0
Twist And Shout;  well shake it up baby now (shake it up baby) twist and shout (twist and shout) c'mon c'mon c'mon c'mon baby now (come on baby) come on and work it on out (work it on out) well work it on out honey (work it on out) you know you look so good (look so good) you know you got me goin' now (got me goin') just like i knew you would (like i knew you would) well shake it up baby now (shake it up baby) twist and shout (twist and shout) c'mon c'mon c'mon c'mon baby now (come on baby) come on and work it on out (work it on out) you know you twist your little girl (twist little girl) you know you twist so fine (twist so fine) come on and twist a little closer now (twist a little closer) and let me know that you're mine (let me know you're mine) well shake it up baby now (shake it up baby) twist and shout (twist and shout) c'mon c'mon c'mon c'mon baby now (come on baby) come on and work it on out (work it on out) you know you twist your little girl (twist little girl) you know you twist so fine (twist so fine) come on and twist a little closer now (twist a little closer) and let me know that you're mine (let me know you're mine) well shake it shake it shake it baby now (shake it up baby) well shake it shake it shake it baby now (shake it up baby) well shake it shake it shake it baby now (shake it up baby) ;0;26;1
Uncle Albert / Admiral Halsey;  we're so sorry uncle albert we're so sorry if we caused you any pain we're so sorry uncle albert but there's no one left at home and i believe i'm gonna rain we're so sorry but we haven't heard a thing all day we're so sorry uncle albert but if anything should happen we'll be sure to give a ring we're so sorry uncle albert but we haven't done a bloody thing all day we're so sorry uncle albert but the kettle's on the boil and we're so eas'ly called away uhuhuhuhuhuhuhuh doouhuhuhuhuhuhuhuh uhuh  hands across the water  heads across the sky hands across the water  heads across the sky admiral halsey notified me he had to have a berth or he couldn't get to sea i had another look and i had a cup of tea and a butter pie couldn't put it in something else so i pulled it in the pie alright hands across the water  heads across the sky hands across the water heads across the sky live a little be a gypsy get around get your feet up off the ground live a little get around live a little be a gypsy get around get your feet up off the ground live a little get around hands across the water heads across the sky hands across the water heads across the sky ;0;33;0
Venus And Mars;  sitting in the stand of the sports arena waiting for the show to begin red lights green lights strawberry wine a good friend of mine follows the stars venus and mars are alright tonight ;0;5;0
Warm And Beautiful;  a love so warm and beautiful stands when time itself is falling a love so warm and beautiful never fades away love faith and hope are beautiful when your world is touched by sadness to each his own is wonderful love will never die sunlight's morning glory tells the story of our love moonlight on the water brings me in spiration ever after a love so warm and beautiful stands when time itself is calling a love so warm and beautiful never fades away never fades away ;0;16;0
Watching The Wheels;  people say i'm crazy doing what i'm doing well they give me all kinds of warnings to save me from ruin when i say that i'm ok they look at me kind of strange surely your not happy now you no longer play the game people say i'm lazy dreaming my life away well they give me all kinds of advice designed to enlighten me when i tell that i'm doing fine watching shadows on the wall don't you miss the big time boy you're no longer on the ball i'm just sitting here watching the wheels go round and round i really love to watch them roll no longer riding on the merrygoround i just had to let it go people asking questions lost in confusion well i tell them there's no problem only solutions well they shake their heads and they look at me as if i've lost my mind i tell them there's no hurry i'm just sitting here doing time i'm just sitting here watching the wheels go round and round i really love to watch them roll no longer riding on the merrygoround i just had to let it go ;0;21;1
Waterfalls;  don't go jumping waterfalls please keep to the lake people who jump waterfalls sometimes cam make mistakes and i need love yeah i need love like a second needs an hour like a raindrop needs a shower yeah i need love every minute of the day and it wouldn't be the same if you ever should decide to go away and i need love yeah i need love like a castle needs a tower like a garden needs a flower yeah i need love every minute of the day and it wouldn't be the same if you ever should decide to go away don't go chasing polar bears in the great unknown some big friendly polar bear might want to take you home and i need love yeah i need love like a second needs an hour like a raindrop needs a shower yeah i need love every minute of the day and it wouldn't be the same if you ever should decide to go away don't run after motor cars please stay on the side someone's glossy motor car might take you for a ride and i need love yeah i need love like a castle needs a tower like a garden needs a flower yeah i need love said i need love like a raindrop needs a shower like a second needs an hour every minute of the day and it wouldn't be the same if you ever should decide to go away don't go jumping waterfalls please keep to the lake ;0;40;0
We Are All Water;  there may be not much difference between chairmon mao and richard nixon if we strip them naked there may be not much difference between marylin monroe and lenny bruce if we check their coffins there may be not much difference between white house and and hall of people if we count their windows there may be not much difference between raquel welch and jerry rubin if we hear their heartbeat we are all water from different rivers that's why it's so easy to to meet we are all water in this vast vast ocean someday we'll evaporate together there may be not much difference between eldridge cleaver and queen of england if we bottle their tears there may be not much difference between charles manson and the pope if we press their smile there may be not much difference between rockefeller and you if we hear you sing there may be not much difference between rockefeller and you if we show our dreams ;0;43;1
'We're Open Tonight;  we're open tonight for fun so bring all your friends come on we're open tonight come one come all we're opening all our doors we're clearing back all the floors we're open tonight come one come all ooh whoo come one come all we're open tonight ;0;8;0
Well, Well, Well;  i took my loved one out to dinner so we could get a bite to eat and though we both had been much thinner she looked so beautiful i could eat her well well well oh well we sat and talked of revolution just like to librals in the sun we talked of womens liberation and how the hell we could get thing done well well well oh well i took my loved one to a big field so we could watch the english sky were both feeling guilty and neither one of us knew just why well well well oh well ;0;14;1
What You Got;  don't wanna be a drag everybody gotta bag i know you know 'bout the emperor's clothes you don't know what you got until you lose it you don't know what you got until you lose it you don't know what you got until you lose it oh baby baby baby gimme one more chance well it's saturday night and i just gotta rip it up sunday morning i just gotta give it up come monday momma and i just gotta run away you know it's such a drag to face another day you don't know what you got until you lose it you don't know what you got until you lose it you don't know what you got until you lose it oh baby baby baby gimme one more chance you know the more it change the more it stays the same you gotta hang on in you gotta cut the string you don't know what you got until you lose it you don't know what you got until you lose it you don't know you don't know what you got until you lose it oh baby baby baby gimme one more chance ;0;19;1
Whatever Gets You Through The Night;  whatever gets you through the night 'salright 'salright it's your money or life 'salright 'salright don't need a sword to cut through flowers oh no oh no whatever gets you through your life 'salright 'salright do it wrong or do it right 'salright 'salright don't need a watch to waste your time oh no oh no hold me darlin' come on listen to me i won't do you no harm trust me darlin' come on listen to me come on listen to me come on listen listen whatever gets you to the light 'salright 'salright out the blue or out of sight 'salright 'salright don't need a gun to blow your mind oh no oh no hold me darlin' come on listen to me i won't do you no harm trust me darlin' come on listen to me come on listen to me come on listen listen ;1;16;1
Wild Life;  the world wild applies to the words you and me while take a walk thru an african park one day i saw a sign say the animals have the right of way wild life whatever happened to wild life the animals in the zoo we're breathing a lot a lot of political nonsense in the air you're making it hard for the people who live in there you're moving so fast but baby you know not where wild life (wild life) what's gonna happen to wild life (wild life) the animals in the zoo you'd better stop there's animals ev'rywhere and man is the top an animal too and man you just got to care wild life what's gonna happen to wild life the animals in the zoo you're breathing a lot of polical nonsense in the air wild life (wild life) what's gonna happen to (what's gonna happen to) (what's gonna happen to) wild life (wild life) the animals in the zoo (what's gonna happen to) (what's gonna happen to) wild life what ever happened to what ever happened to ;0;22;0
Wino Junko;  doctor tom is getting on all he does is sign his name i get things my brainbox sings but i'll go down again play with fire getting higher higher than a nine foot flame my soul is pent and so's the rent but i'll go down again wino junko can't say no wino junko eyes aglow pill freak spring a leak you can't say no till you go down again this and treat you crazy cat flying sideways once again i'm in a spin it makes me grin but i'll go down again wino junko can't say no wino junko eyes aglow pill freak spring a leak you can't say no till you go down again till you go down again till you go down again till you go down take what i need until i bleed people will say i've gone insane ain't scared to die it's such a high till i go down again wino junko can't say no wino junko eyes aglow pill freak spring a leak you can't say no till you go down again wino junko can't say no wino junko eyes aglow pill freak spring a leak you can't say no till you go down again wino junko ;0;35;0
Winter Rose / Love Awake;  all through the summer i have followed you around bringing a rose for the winter that's coming now the snow is on the ground winter rose winter rose shine your light in the air winter rose winter rose skine your light everywhere love awake toll the bell tell the world how glad you are love awake to the day when we can make our love awake lord knows we need it any time we can get it but if we forget it every now and then but if you don't feel it later on you'll regret it and if we let it we could set it free you and me love awake tone the bell tell the world how glad you are love awake to the day when we can make our love awake snowfalls in the winter spring brings the rain but it's never to long before the summer comes again it always comes again love awake ;0;23;0
With A Little Luck;  with a little luck we can help it out we can make this whole damn thing work out with a little love we can lay it down can't you feel the town exploding there is no end to what we can do together there is no end there is no end the wiliow turns his back on inclement weather and if he can do it we can do it just me and you and a little luck we can clear it up we can bring it in for a landing with a little luck we can turn it on there can be no misunderstanding there is no end to what we can do together there is no end there is no end the willow turns his back on inclement weather we can do it just me and you with a little push we could set it off we can send it rocketing skywards with a little love we could shake it up don't you feel the comet exploding with a little luck with a little luck with a little luck a little luck a little luck with a little luck with a little luck with a little luck a little luck a little luck ;0;25;0
Woman;  woman i can hardly express my mixed emotion at my thoughtlessness after all i'm forever in your debt and woman i will try express my inner feelings and thankfullness for showing me the meaning of succsess oooh well well oooh well well woman i know you understand the little child inside the man please remember my life is in your hands and woman hold me close to your heart however distant don't keep us apart after all it is written in the stars oooh well well oooh well well woman please let me explain i never mean(t) to cause you sorrow or pain so let me tell you again and again and again i love you (yeah yeah) now and forever i love you (yeah yeah) now and forever i love you (yeah yeah) now and forever i love you (yeah yeah) ;1;22;1
Woman Is The Nigger Of The World;  woman is the nigger of the world yes she isthink about it woman is the nigger of the world think about itdo something about it we make her paint her face and dance if she won't be slave we say that she don't love us if she's real we say she's trying to be a man while putting her down we pretend that she is above us woman is the nigger of the worldyes she is if you don't belive me take a look to the one you're with woman is the slaves of the slaves ah yeahbetter screem about it we make her bear and raise our children and then we leave her flat for being a fat old mother hen we tell her home is the only place she would be then we complain that she's too unworldly to be our friend woman is the nigger of the worldyes she is if you don't belive me take a look to the one you're with woman is the slaves of the slaves yeah (think about it) we insult her everyday on tv and wonder why she has no guts or confidence when she's young we kill her will to be free while telling her not to be so smart we put her down for being so dumb woman is the nigger of the worldyes she is if you don't belive me take a look to the one you're with woman is the slaves of the slaves yes she isif you belive me you better screem about it repeat: we make her paint her face and dance we make her paint her face and dance we make her paint her face and dance ;0;58;1
Wonderful Christmastime;  the moon is right the spirits up we're here tonight and that's enough simply having a wonderful christmastime simply having a wonderful christmastime the party's on the feelin's here that only comes this time of year simply having a wonderful christmastime simply having a wonderful christmastime the choir of children sing their song ding dong ding dong ding dong ding ohhhh ohhhhhhh simply having a wonderful christmastime simply having a wonderful christmastime the word is out about the town to lift a glass ahhh don't look down simply having a wonderful christmastime simply having a wonderful christmastime the choir of children sing their song they practiced all year long ding dong ding dong ding dong ding dong ding dong ding dong the party's on the spirits up we're here tonight and that's enough simply having a wonderful christmastime simply having a wonderful christmastime the moon is right the spirits up we're here tonight and that's enough simply having a wonderful christmastime simply having a wonderful christmastime simply having a wonderful christmastime simply having a wonderful christmastime ohhhhhhhhhhhhhh christmastime ;0;44;0
Working Class Hero;  as soon as your born they make you feel small by giving you no time instead of it all till the pain is so big you feel nothing at all working class hero is something to be working class hero is something to be they hurt you at home and they hit you at school they hate you if you're clever and despise a fool till you're so fucking crazy you can't follow their rules working class hero is something to be working class hero is something to be when they've tortured and scared you for 20 odd years then they expect you to pick a career when you can't really function you're so full of fear working class hero is something to be working class hero is something to be keep you doped with religon sex and tv and you think you're so clever and classless and free but you're still fucking peasents as far as i can see working class hero is something to be working class hero is something to be there's room at the top i'm telling you still but first you must learn how to smile as you kill if you want to be like the folks on the hill working class hero is something to be yes  a working class hero is something to be if you want to be a hero well just follow me if you want to be a hero well just follow me ;0;26;1
Ya Ya;  sitting in the la la waiting for the ya ya uh huh sitting in the la la waiting for the ya ya uh huh it may sound funny but it's alright honey uh huh hey baby worry don't make worry uh huh hey baby hurry don't make worry uh huh ;3;7;1
'Yes, I'm Your Angel;  yes i'm your angel i'll give you everything in my magic power so make a wish and i'll let it come true for you tra la la la yes you're my fairy you give me everything i every wanted from life have i made a wish and is that why i have you tra la la la we believe in pumpkins that turn into princesses and frogs that turn into princes we believe in moons that smile to us when we hurry home before midnight strikes tra la la la yes i'm so pretty you're so dizzy and we're so happy every day let's make a wish and let it come true for us i'm in your pocket you're in my locket and we're so lucky in every way we make a wish and let it come true for us we believe in houses built in the sky and love that lifts us high we believe in sun that looks over our shoulders and brings our shadows together tra la la la yes our hearts are one our bodies too and it's so good (um) everytime we make a wish and let it come true for you too happy birthday my love i'm your angel i'll give you everything in my magic power so make a wish and i'll let it come true for you ;1;44;1
Yesterday;  yesterday all my troubles seemed so far away now it looks as though they're here to stay oh i believe in yesterday suddenly i'm not half the man i used to be there's a shadow hanging over me oh i yesterday came suddenly why she had to go i don't know she wouldn't say i said something wrong now i long for yesterday yesterday love was such an easy game to play now i need a place to hide away oh i believe in yesterday why she had to go i don't know she wouldn't say i said something wrong now i long for yesterday yesterday love was such an easy game to play now i need a place to hide away oh i believe in yesterday mm mm mm mm mm mm mm ;1;16;0
You Are Here;  from liverpool to tokyo what a way to go from distant lands one woman one man let the four winds blow three thousand miles over the ocean three thousand light years from the land of the rising sun love has opened my eyes love has blown right through wherever you are you are here three thousand miles over the ocean three thousand light years from the land of surprising sun east is east and west is west the twain shall meet east is west and west is east let it be complete three thousand miles over the ocean three thousand light years from the land of the morning star ;0;16;1
You Gave Me The Answer;  you gave me the answer to love eternally i love you and  you you seem to like me wherever we wander the local folk agree i love you and  you you seem to like me heading back to old familiar places places where the cobwebs blow away i can forget the airs and graces terpsichory        you'll never be crowned by the aristocracy to their delight you'd merely invite them in for a cup of tea     and i love you and  you you seem to like you seem to like you seem to like me ;0;20;0
'You're The One;  mountains may move river may run but you make me be myself you make me be how do i tell you how do i tell you're the one stars may move time may run but you make me free myself you make me free how do i tell you how do i tell you're the one you're the one in the world's eye we were laurel and hardy in our minds we were heathcliff and cathy in a moment of wisdom we were a wizard and a witch in a moment of freedom we were don quijote and sancho in reality we were just a boy and a girl who never looked back how do i tell you how do i tell you how do i tell you how do i tell you how do i tell you how do i tell you how can i tell you how could i tell you you're the one you're the one you're the one you're the one ;0;37;1
Your Hands;  anatano te konnani kereina anatano te yumenimade miru your hands so beautiful your hands i even dream about them anatano hada konnani atsui anatano hada yumenimade miru your skin so hot your skin i even dream about it ichinichi ni nando attemo aitarinai isshoni nando attemo aitarinai in a day no matter how many times we meet it's not enough in a lifetime no matter how many times we meet it's not enough isshoni nando attemo aitarinai ikusei ni nando attemo aitarinai in a lifetime no matter how many times we meet it's not enough in many lifetimes no matter how many times we meet it's not enough futarino koi konnani tsuyoi futarino koi konnani moroi futarino koi itsumademo our love so strong our love so frail our love forever anatano me konnani kereina anatano me your eyes so beautiful your eyes ;0;57;1
